,LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemploy-ment Rate (%)
373,CN1210700000000,12.0,107.0,"Putnam County, FL",2015.0,27376     ,25266     ,2110     ,7.7
374,CN1210900000000,12.0,109.0,"St. Johns County, FL",2015.0,113798     ,109271     ,4527     ,4.0
375,CN1211100000000,12.0,111.0,"St. Lucie County, FL",2015.0,131823     ,123346     ,8477     ,6.4
376,CN1211300000000,12.0,113.0,"Santa Rosa County, FL",2015.0,74246     ,70622     ,3624     ,4.9
377,CN1211500000000,12.0,115.0,"Sarasota County, FL",2015.0,178504     ,169363     ,9141     ,5.1
378,CN1211700000000,12.0,117.0,"Seminole County, FL",2015.0,237549     ,225741     ,11808     ,5.0
379,CN1211900000000,12.0,119.0,"Sumter County, FL",2015.0,28750     ,26518     ,2232     ,7.8
380,CN1212100000000,12.0,121.0,"Suwannee County, FL",2015.0,18005     ,17014     ,991     ,5.5
381,CN1212300000000,12.0,123.0,"Taylor County, FL",2015.0,9015     ,8404     ,611     ,6.8
382,CN1212500000000,12.0,125.0,"Union County, FL",2015.0,4753     ,4520     ,233     ,4.9
383,CN1212700000000,12.0,127.0,"Volusia County, FL",2015.0,239604     ,225449     ,14155     ,5.9
384,CN1212900000000,12.0,129.0,"Wakulla County, FL",2015.0,14013     ,13353     ,660     ,4.7
385,CN1213100000000,12.0,131.0,"Walton County, FL",2015.0,27949     ,26623     ,1326     ,4.7
386,CN1213300000000,12.0,133.0,"Washington County, FL",2015.0,9648     ,9068     ,580     ,6.0
387,CN1300100000000,13.0,1.0,"Appling County, GA",2015.0,8578     ,7940     ,638     ,7.4
388,CN1300300000000,13.0,3.0,"Atkinson County, GA",2015.0,3821     ,3598     ,223     ,5.8
389,CN1300500000000,13.0,5.0,"Bacon County, GA",2015.0,4840     ,4557     ,283     ,5.8
390,CN1300700000000,13.0,7.0,"Baker County, GA",2015.0,1111     ,1029     ,82     ,7.4
391,CN1300900000000,13.0,9.0,"Baldwin County, GA",2015.0,17554     ,16186     ,1368     ,7.8
392,CN1301100000000,13.0,11.0,"Banks County, GA",2015.0,8127     ,7666     ,461     ,5.7
393,CN1301300000000,13.0,13.0,"Barrow County, GA",2015.0,35704     ,33793     ,1911     ,5.4
394,CN1301500000000,13.0,15.0,"Bartow County, GA",2015.0,46322     ,43548     ,2774     ,6.0
395,CN1301700000000,13.0,17.0,"Ben Hill County, GA",2015.0,5418     ,4922     ,496     ,9.2
396,CN1301900000000,13.0,19.0,"Berrien County, GA",2015.0,6966     ,6458     ,508     ,7.3
397,CN1302100000000,13.0,21.0,"Bibb County, GA",2015.0,67167     ,62617     ,4550     ,6.8
398,CN1302300000000,13.0,23.0,"Bleckley County, GA",2015.0,4323     ,3948     ,375     ,8.7
399,CN1302500000000,13.0,25.0,"Brantley County, GA",2015.0,6830     ,6311     ,519     ,7.6
400,CN1302700000000,13.0,27.0,"Brooks County, GA",2015.0,6805     ,6386     ,419     ,6.2
401,CN1302900000000,13.0,29.0,"Bryan County, GA",2015.0,15962     ,15109     ,853     ,5.3
402,CN1303100000000,13.0,31.0,"Bulloch County, GA",2015.0,34344     ,32226     ,2118     ,6.2
403,CN1303300000000,13.0,33.0,"Burke County, GA",2015.0,9031     ,8285     ,746     ,8.3
404,CN1303500000000,13.0,35.0,"Butts County, GA",2015.0,10012     ,9335     ,677     ,6.8
405,CN1303700000000,13.0,37.0,"Calhoun County, GA",2015.0,2105     ,1972     ,133     ,6.3
406,CN1303900000000,13.0,39.0,"Camden County, GA",2015.0,22048     ,20804     ,1244     ,5.6
407,CN1304300000000,13.0,43.0,"Candler County, GA",2015.0,4910     ,4626     ,284     ,5.8
408,CN1304500000000,13.0,45.0,"Carroll County, GA",2015.0,51208     ,47706     ,3502     ,6.8
409,CN1304700000000,13.0,47.0,"Catoosa County, GA",2015.0,31012     ,29364     ,1648     ,5.3
410,CN1304900000000,13.0,49.0,"Charlton County, GA",2015.0,4713     ,4407     ,306     ,6.5
411,CN1305100000000,13.0,51.0,"Chatham County, GA",2015.0,131745     ,123904     ,7841     ,6.0
412,CN1305300000000,13.0,53.0,"Chattahoochee County, GA",2015.0,2087     ,1901     ,186     ,8.9
413,CN1305500000000,13.0,55.0,"Chattooga County, GA",2015.0,10432     ,9777     ,655     ,6.3
414,CN1305700000000,13.0,57.0,"Cherokee County, GA",2015.0,118953     ,113293     ,5660     ,4.8
415,CN1305900000000,13.0,59.0,"Clarke County, GA",2015.0,56485     ,52987     ,3498     ,6.2
416,CN1306100000000,13.0,61.0,"Clay County, GA",2015.0,851     ,749     ,102     ,12.0
417,CN1306300000000,13.0,63.0,"Clayton County, GA",2015.0,124988     ,115296     ,9692     ,7.8
418,CN1306500000000,13.0,65.0,"Clinch County, GA",2015.0,2742     ,2546     ,196     ,7.1
419,CN1306700000000,13.0,67.0,"Cobb County, GA",2015.0,393682     ,373383     ,20299     ,5.2
420,CN1306900000000,13.0,69.0,"Coffee County, GA",2015.0,17096     ,15926     ,1170     ,6.8
421,CN1307100000000,13.0,71.0,"Colquitt County, GA",2015.0,19823     ,18535     ,1288     ,6.5
422,CN1307300000000,13.0,73.0,"Columbia County, GA",2015.0,67851     ,64390     ,3461     ,5.1
423,CN1307500000000,13.0,75.0,"Cook County, GA",2015.0,7206     ,6716     ,490     ,6.8
424,CN1307700000000,13.0,77.0,"Coweta County, GA",2015.0,67073     ,63448     ,3625     ,5.4
425,CN1307900000000,13.0,79.0,"Crawford County, GA",2015.0,5514     ,5160     ,354     ,6.4
426,CN1308100000000,13.0,81.0,"Crisp County, GA",2015.0,9320     ,8671     ,649     ,7.0
427,CN1308300000000,13.0,83.0,"Dade County, GA",2015.0,7761     ,7329     ,432     ,5.6
428,CN1308500000000,13.0,85.0,"Dawson County, GA",2015.0,10818     ,10256     ,562     ,5.2
429,CN1308700000000,13.0,87.0,"Decatur County, GA",2015.0,11265     ,10486     ,779     ,6.9
430,CN1308900000000,13.0,89.0,"DeKalb County, GA",2015.0,368863     ,346210     ,22653     ,6.1
431,CN1309100000000,13.0,91.0,"Dodge County, GA",2015.0,6881     ,6295     ,586     ,8.5
432,CN1309300000000,13.0,93.0,"Dooly County, GA",2015.0,4705     ,4344     ,361     ,7.7
433,CN1309500000000,13.0,95.0,"Dougherty County, GA",2015.0,37460     ,34519     ,2941     ,7.9
434,CN1309700000000,13.0,97.0,"Douglas County, GA",2015.0,67568     ,63209     ,4359     ,6.5
435,CN1309900000000,13.0,99.0,"Early County, GA",2015.0,4309     ,4005     ,304     ,7.1
436,CN1310100000000,13.0,101.0,"Echols County, GA",2015.0,1844     ,1756     ,88     ,4.8
437,CN1310300000000,13.0,103.0,"Effingham County, GA",2015.0,26854     ,25458     ,1396     ,5.2
438,CN1310500000000,13.0,105.0,"Elbert County, GA",2015.0,7529     ,6960     ,569     ,7.6
439,CN1310700000000,13.0,107.0,"Emanuel County, GA",2015.0,8227     ,7495     ,732     ,8.9
440,CN1310900000000,13.0,109.0,"Evans County, GA",2015.0,4610     ,4348     ,262     ,5.7
441,CN1311100000000,13.0,111.0,"Fannin County, GA",2015.0,9999     ,9369     ,630     ,6.3
442,CN1311300000000,13.0,113.0,"Fayette County, GA",2015.0,53538     ,50712     ,2826     ,5.3
443,CN1311500000000,13.0,115.0,"Floyd County, GA",2015.0,42497     ,39611     ,2886     ,6.8
444,CN1311700000000,13.0,117.0,"Forsyth County, GA",2015.0,103197     ,98435     ,4762     ,4.6
445,CN1311900000000,13.0,119.0,"Franklin County, GA",2015.0,9180     ,8594     ,586     ,6.4
446,CN1312100000000,13.0,121.0,"Fulton County, GA",2015.0,508815     ,477884     ,30931     ,6.1
447,CN1312300000000,13.0,123.0,"Gilmer County, GA",2015.0,11589     ,10877     ,712     ,6.1
448,CN1312500000000,13.0,125.0,"Glascock County, GA",2015.0,1219     ,1137     ,82     ,6.7
449,CN1312700000000,13.0,127.0,"Glynn County, GA",2015.0,37264     ,34962     ,2302     ,6.2
450,CN1312900000000,13.0,129.0,"Gordon County, GA",2015.0,25856     ,24302     ,1554     ,6.0
451,CN1313100000000,13.0,131.0,"Grady County, GA",2015.0,10304     ,9673     ,631     ,6.1
452,CN1313300000000,13.0,133.0,"Greene County, GA",2015.0,6751     ,6296     ,455     ,6.7
453,CN1313500000000,13.0,135.0,"Gwinnett County, GA",2015.0,447227     ,423631     ,23596     ,5.3
454,CN1313700000000,13.0,137.0,"Habersham County, GA",2015.0,18602     ,17519     ,1083     ,5.8
455,CN1313900000000,13.0,139.0,"Hall County, GA",2015.0,91705     ,87171     ,4534     ,4.9
456,CN1314100000000,13.0,141.0,"Hancock County, GA",2015.0,2461     ,2216     ,245     ,10.0
457,CN1314300000000,13.0,143.0,"Haralson County, GA",2015.0,11736     ,10955     ,781     ,6.7
458,CN1314500000000,13.0,145.0,"Harris County, GA",2015.0,15520     ,14692     ,828     ,5.3
459,CN1314700000000,13.0,147.0,"Hart County, GA",2015.0,10284     ,9635     ,649     ,6.3
460,CN1314900000000,13.0,149.0,"Heard County, GA",2015.0,4856     ,4539     ,317     ,6.5
461,CN1315100000000,13.0,151.0,"Henry County, GA",2015.0,103843     ,97333     ,6510     ,6.3
462,CN1315300000000,13.0,153.0,"Houston County, GA",2015.0,64936     ,61086     ,3850     ,5.9
463,CN1315500000000,13.0,155.0,"Irwin County, GA",2015.0,3100     ,2836     ,264     ,8.5
464,CN1315700000000,13.0,157.0,"Jackson County, GA",2015.0,30386     ,28890     ,1496     ,4.9
465,CN1315900000000,13.0,159.0,"Jasper County, GA",2015.0,6367     ,6010     ,357     ,5.6
466,CN1316100000000,13.0,161.0,"Jeff Davis County, GA",2015.0,6272     ,5847     ,425     ,6.8
467,CN1316300000000,13.0,163.0,"Jefferson County, GA",2015.0,6298     ,5719     ,579     ,9.2
468,CN1316500000000,13.0,165.0,"Jenkins County, GA",2015.0,3071     ,2811     ,260     ,8.5
469,CN1316700000000,13.0,167.0,"Johnson County, GA",2015.0,3829     ,3556     ,273     ,7.1
470,CN1316900000000,13.0,169.0,"Jones County, GA",2015.0,13322     ,12574     ,748     ,5.6
471,CN1317100000000,13.0,171.0,"Lamar County, GA",2015.0,7597     ,7003     ,594     ,7.8
472,CN1317300000000,13.0,173.0,"Lanier County, GA",2015.0,3740     ,3486     ,254     ,6.8
473,CN1317500000000,13.0,175.0,"Laurens County, GA",2015.0,18434     ,17018     ,1416     ,7.7
474,CN1317700000000,13.0,177.0,"Lee County, GA",2015.0,13967     ,13211     ,756     ,5.4
475,CN1317900000000,13.0,179.0,"Liberty County, GA",2015.0,24690     ,23103     ,1587     ,6.4
476,CN1318100000000,13.0,181.0,"Lincoln County, GA",2015.0,3327     ,3099     ,228     ,6.9
477,CN1318300000000,13.0,183.0,"Long County, GA",2015.0,7005     ,6587     ,418     ,6.0
478,CN1318500000000,13.0,185.0,"Lowndes County, GA",2015.0,49790     ,46796     ,2994     ,6.0
